profit,avg_reward15_0,avg_reward15_1,avg_reward15_2
1866.1708050383188,17.074262619018562,18.890890121459893,30.034251213073677
1949.1742287712595,10.575763702392578,23.84566974639893,0.0
1875.2600836374684,10.575763702392578,37.78178024291992,0.0
1941.6364756829707,10.575763702392578,37.78178024291992,0.0
1889.149374785576,17.074262619018562,20.43578624725336,30.03425121307356
1961.266406616577,11.08483982086181,18.890890121459872,0.0
1946.1336127792424,17.074262619018562,20.43578624725335,0.0
1941.2848530748336,10.575763702392578,18.89089012145996,0.0
1880.2422537480536,11.640538692474363,18.89089012145996,0.0
1873.8715653914664,10.16371202468872,18.89089012145989,30.03425121307373
1874.0364066029017,10.575763702392578,18.89089012145996,0.0
1930.56834541766,10.575763702392578,18.89089012145996,30.03425121307373
1958.1739335884613,10.575763702392578,17.6214914321899,0.0
1849.819234477155,11.640538692474363,18.89089012145987,30.03425121307366
