profit,avg_reward37_0,avg_reward37_1,avg_reward37_2
2829.140965632564,7.1844236850738525,17.225586891174316,51.944875717163086
2818.108317735602,0.0,0.0,46.408912658691406
2838.1927856240577,8.398403406143188,16.104429244995117,51.944875717163086
2837.830376540072,8.398403406143188,17.104328632354736,46.408912658691385
2794.18885634213,7.1844236850738525,17.225586891174316,51.944875717163086
2846.289641862207,7.1844236850738525,17.225586891174316,51.944875717163086
2859.4219952321364,0.0,16.104429244995117,51.944875717163086
2846.3050833546145,0.0,17.225586891174316,51.944875717163086
2827.436666899659,7.1844236850738525,11.917679786682127,48.04311561584473
2836.928563777986,7.1844236850738525,17.225586891174316,93.53665161132812
2818.8659684570257,0.0,17.225586891174316,51.944875717163086
2836.0333041961826,8.398403406143188,17.225586891174316,46.408912658691406
2841.666818097224,7.1844236850738525,17.104328632354736,51.944875717163086
2830.613793813,8.398403406143187,0.0,46.408912658691406
