profit,avg_reward37_0,avg_reward37_1,avg_reward37_2
1915.5062620430135,5.59199070930481,15.170285701751707,210.3627700805664
1874.370382767268,8.313348770141602,15.170285701751908,210.3627700805664
1921.6122951680509,8.81393051147461,14.210411071777344,210.3627700805664
1857.030683876948,8.313348770141602,15.170285701751922,134.5415782928467
1905.7000259454308,10.340221405029297,15.170285701751707,210.3627700805664
1905.0079444152188,10.340221405029332,14.210411071777344,210.3627700805664
1883.1808732519949,8.313348770141602,15.170285701751896,99.92218208312988
1905.5303865425549,10.340221405029332,15.170285701751707,33.30739402770996
1909.699085183104,0.0,14.210411071777344,210.3627700805664
1905.3733740222135,10.340221405029332,15.17028570175192,49.119747161865234
1896.1072821166647,8.313348770141602,14.210411071777344,33.30739402770996
1893.1348730036348,10.340221405029313,14.210411071777344,210.3627700805664
1909.47807513698,10.340221405029297,15.17028570175192,207.2684326171875
1876.263547786073,8.313348770141603,15.170285701751707,210.3627700805664
