profit,avg_reward4_0,avg_reward4_1,avg_reward4_2
2810.447574,10.42500877,24.49389172,43.78085327
2819.72839,10.42500877,24.49389172,43.78085327
2807.37863,10.42500877,24.49389172,43.97712708
2814.320377,10.42500877,24.49389172,43.78085327
2813.080387,10.99923611,24.49389172,39.27636337
2814.753825,10.42500877,24.49389172,43.78085327
2829.012017,10.99923611,24.49389172,43.78085327
2814.900399,10.42500877,24.49389172,43.78085327
2793.151179,10.42500877,24.49389172,43.78085327
2800.75248,10.99923611,24.9547596,39.27636337
2812.136946,10.42500877,24.49389172,43.78085327
2802.032102,10.99923611,24.49389172,31.29549694
2819.281523,10.99923611,24.49389172,43.78085327
2801.351086,10.99923611,24.49389172,43.78085327
