profit,cluster1_cluster4_0,cluster1_cluster4_1,cluster1_cluster4_2,cluster1_cluster7_0,cluster1_cluster7_1,cluster1_cluster7_2,cluster1_cluster12_0,cluster1_cluster12_1,cluster1_cluster12_2,cluster1_cluster15_0,cluster1_cluster15_1,cluster1_cluster15_2,cluster1_cluster37_0,cluster1_cluster37_1,cluster1_cluster37_2,cluster1_cluster38_0,cluster1_cluster38_1,cluster1_cluster38_2,cluster1_cluster44_0,cluster1_cluster44_1,cluster1_cluster44_2,cluster1_cluster49_0,cluster1_cluster49_1,cluster1_cluster49_2
2810.447574,0,4,0,0,3,4,0,12,2,0,0,2,0,0,6,0,3,0,0,0,0,0,0,1
2819.72839,0,4,0,0,3,11,0,12,4,0,0,2,0,0,12,0,3,0,0,0,0,0,0,2
2807.37863,0,3,0,0,3,4,0,12,4,0,0,2,0,0,6,0,3,5,0,0,0,0,2,2
2814.320377,0,3,0,0,0,4,0,12,2,0,0,2,0,0,6,0,3,1,0,0,0,0,2,8
2813.080387,0,4,0,0,0,4,0,12,2,0,0,2,0,0,6,0,3,2,0,0,0,0,2,2
2814.753825,0,3,0,0,0,4,0,13,2,0,0,2,0,0,6,0,3,2,0,0,0,0,1,2
2829.012017,0,4,0,0,0,4,0,12,4,0,0,2,0,0,6,0,3,1,0,0,0,0,2,8
2814.900399,0,3,0,0,0,4,0,12,4,0,0,2,0,0,6,0,3,3,0,3,0,0,2,8
2793.151179,0,4,0,0,0,4,0,12,5,0,0,2,0,0,6,0,3,1,0,0,0,0,2,8
2800.75248,0,4,0,0,3,11,0,12,4,0,0,2,0,0,6,0,3,4,0,0,0,0,0,2
2812.136946,0,4,0,0,3,4,0,12,3,0,0,2,0,0,6,0,3,2,0,0,0,0,0,8
2802.032102,0,4,0,0,0,5,0,13,2,0,0,2,0,0,6,0,3,2,0,0,0,0,2,2
2819.281523,0,4,0,0,0,4,0,12,4,0,0,2,0,0,6,0,3,0,0,0,0,0,2,2
2801.351086,0,3,0,0,3,4,0,12,4,0,0,2,0,0,6,0,3,5,0,0,0,0,1,2
