profit,avg_reward15_0,avg_reward15_1,avg_reward15_2
2810.447574,8.331171274,20.3419199,41.20796204
2819.72839,8.331171274,20.3419199,41.40463638
2807.37863,8.331171274,20.3419199,41.20796204
2814.320377,8.331171274,20.3419199,41.20796204
2813.080387,7.921683073,20.3419199,41.20796204
2814.753825,8.331171274,20.3419199,41.40463638
2829.012017,8.331171274,20.3419199,41.20796204
2814.900399,8.331171274,20.5772953,41.20796204
2793.151179,8.331171274,20.3419199,41.20796204
2800.75248,8.331171274,20.5772953,41.20796204
2812.136946,7.921683073,20.3419199,41.40463638
2802.032102,8.331171274,20.3419199,41.20796204
2819.281523,8.331171274,20.3419199,41.40463638
2801.351086,8.331171274,20.3419199,41.40463638
