profit,avg_reward7_0,avg_reward7_1,avg_reward7_2
2517.896471253698,11.225347518920898,20.101686477661133,50.35641860961914
2530.5885891769244,28.1793293952942,78.38263320922852,50.21564865112308
2492.2737260502718,9.912625789642329,18.63907814025879,50.21564865112303
2516.690559489444,10.999379634857178,20.101686477661133,49.62061882019043
2443.0991999602265,12.060998916625977,20.101686477661133,48.878713607788086
2518.526991662106,9.445539474487305,20.101686477661133,126.18922233581544
2484.778926888346,10.999379634857178,20.101686477661133,50.21564865112305
2439.3651318183256,12.060998916625977,26.422186851501465,50.35641860961914
2515.742840365699,10.227015018463137,20.101686477661133,47.19474792480469
2444.6874447665823,10.227015018463137,26.422186851501465,50.21564865112305
2478.7805243788903,10.999379634857178,26.422186851501465,53.236549377441406
2501.365617677145,10.227015018463137,20.101686477661133,47.19474792480469
2449.8093034027333,12.060998916625977,32.31559085845947,50.35641860961914
2417.9583586503445,12.060998916625977,52.84437370300295,50.21564865112305
