profit,cluster2_cluster4_0,cluster2_cluster4_1,cluster2_cluster4_2,cluster2_cluster7_0,cluster2_cluster7_1,cluster2_cluster7_2,cluster2_cluster12_0,cluster2_cluster12_1,cluster2_cluster12_2,cluster2_cluster15_0,cluster2_cluster15_1,cluster2_cluster15_2,cluster2_cluster37_0,cluster2_cluster37_1,cluster2_cluster37_2,cluster2_cluster38_0,cluster2_cluster38_1,cluster2_cluster38_2,cluster2_cluster44_0,cluster2_cluster44_1,cluster2_cluster44_2,cluster2_cluster49_0,cluster2_cluster49_1,cluster2_cluster49_2
2517.896471253698,6.0,-0.0,-0.0,11.0,45.0,37.0,12.0,24.0,18.0,-0.0,4.0,15.0,7.0,-0.0,4.0,10.0,32.0,59.0,4.0,-0.0,9.0,1.0,-0.0,11.0
2530.5885891769244,6.0,1.0,-0.0,7.0,45.0,38.0,12.0,58.0,16.0,-0.0,27.0,12.0,6.0,-0.0,15.0,7.0,54.0,20.0,4.0,33.0,0.0,1.0,-0.0,15.0
2492.2737260502718,0.0,-0.0,5.0,0.0,55.0,35.0,0.0,24.0,12.0,0.0,7.0,4.0,0.0,0.0,25.0,0.0,56.0,34.0,0.0,41.0,0.0,0.0,-0.0,11.0
2516.690559489444,11.0,-0.0,2.0,13.0,65.0,38.0,20.0,58.0,19.0,1.0,18.0,6.0,16.0,0.0,15.0,16.0,54.0,20.0,12.0,0.0,14.0,1.0,19.0,28.0
2443.0991999602265,0.0,-0.0,2.0,0.0,54.0,38.0,0.0,55.0,17.0,0.0,27.0,5.0,0.0,-0.0,15.0,0.0,54.0,40.0,0.0,41.0,9.0,0.0,-0.0,-0.0
2518.526991662106,3.0,-0.0,13.0,8.0,75.0,38.0,12.0,58.0,17.0,0.0,27.0,18.0,7.0,-0.0,4.0,7.0,54.0,20.0,12.0,38.0,0.0,1.0,-0.0,8.0
2484.778926888346,0.0,-0.0,-0.0,0.0,45.0,17.0,0.0,55.0,43.0,0.0,7.0,6.0,0.0,-0.0,4.0,0.0,54.0,29.0,0.0,-0.0,0.0,0.0,-0.0,11.0
2439.3651318183256,6.0,-0.0,2.0,8.0,-0.0,22.0,12.0,65.0,55.0,-0.0,0.0,4.0,7.0,-0.0,8.0,7.0,29.0,42.0,4.0,-0.0,-0.0,1.0,-0.0,8.0
2515.742840365699,11.0,-0.0,13.0,7.0,45.0,38.0,12.0,54.0,16.0,-0.0,27.0,12.0,4.0,-0.0,15.0,7.0,54.0,20.0,4.0,10.0,14.0,1.0,-0.0,62.0
2444.6874447665823,0.0,-0.0,2.0,0.0,54.0,38.0,0.0,55.0,17.0,0.0,27.0,11.0,0.0,0.0,39.0,0.0,54.0,20.0,0.0,41.0,14.0,0.0,-0.0,-0.0
2478.7805243788903,2.0,-0.0,2.0,8.0,-0.0,38.0,12.0,67.0,64.0,3.0,-0.0,3.0,13.0,-0.0,4.0,7.0,50.0,42.0,10.0,-0.0,14.0,1.0,-0.0,-0.0
2501.365617677145,11.0,-0.0,2.0,8.0,45.0,38.0,12.0,24.0,18.0,0.0,1.0,5.0,7.0,0.0,8.0,10.0,50.0,53.0,4.0,-0.0,9.0,1.0,-0.0,11.0
2449.8093034027333,0.0,-0.0,2.0,0.0,45.0,38.0,0.0,56.0,18.0,0.0,4.0,13.0,0.0,-0.0,15.0,0.0,32.0,50.0,0.0,-0.0,5.0,0.0,-0.0,8.0
2417.9583586503445,0.0,-0.0,5.0,0.0,45.0,38.0,0.0,55.0,17.0,0.0,4.0,6.0,0.0,-0.0,15.0,0.0,32.0,20.0,0.0,-0.0,9.0,0.0,-0.0,8.0
