profit,cluster2_cluster4_0,cluster2_cluster4_1,cluster2_cluster4_2,cluster2_cluster7_0,cluster2_cluster7_1,cluster2_cluster7_2,cluster2_cluster12_0,cluster2_cluster12_1,cluster2_cluster12_2,cluster2_cluster15_0,cluster2_cluster15_1,cluster2_cluster15_2,cluster2_cluster37_0,cluster2_cluster37_1,cluster2_cluster37_2,cluster2_cluster38_0,cluster2_cluster38_1,cluster2_cluster38_2,cluster2_cluster44_0,cluster2_cluster44_1,cluster2_cluster44_2,cluster2_cluster49_0,cluster2_cluster49_1,cluster2_cluster49_2
2827.723240436648,-0.0,10.0,0.0,-0.0,30.0,49.0,-0.0,34.0,28.0,-0.0,4.0,-0.0,-0.0,-0.0,-0.0,-0.0,36.0,54.0,-0.0,-0.0,-0.0,-0.0,15.0,-0.0
2862.512198093912,-0.0,10.0,0.0,-0.0,30.0,49.0,-0.0,34.0,28.0,-0.0,4.0,-0.0,-0.0,9.0,-0.0,-0.0,18.0,53.0,-0.0,11.0,-0.0,-0.0,15.0,0.0
2852.7947058117024,-0.0,10.0,0.0,-0.0,30.0,46.0,-0.0,24.0,34.0,-0.0,4.0,-0.0,-0.0,5.0,-0.0,-0.0,18.0,54.0,-0.0,11.0,0.0,-0.0,18.0,0.0
2834.340973594401,-0.0,10.0,0.0,-0.0,30.0,49.0,-0.0,34.0,28.0,-0.0,4.0,-0.0,-0.0,0.0,-0.0,-0.0,18.0,53.0,-0.0,-0.0,-0.0,-0.0,15.0,-0.0
2841.3306586911604,-0.0,37.0,-0.0,-0.0,30.0,49.0,-0.0,72.0,28.0,-0.0,44.0,0.0,-0.0,0.0,0.0,-0.0,18.0,53.0,-0.0,0.0,0.0,-0.0,15.0,0.0
2839.0723821296947,-0.0,10.0,-0.0,-0.0,52.0,46.0,-0.0,34.0,34.0,-0.0,4.0,-0.0,-0.0,9.0,-0.0,-0.0,18.0,53.0,-0.0,11.0,-0.0,-0.0,15.0,-0.0
2836.631810074048,-0.0,10.0,0.0,-0.0,52.0,49.0,-0.0,34.0,28.0,-0.0,4.0,-0.0,-0.0,0.0,-0.0,-0.0,18.0,54.0,-0.0,11.0,-0.0,-0.0,15.0,-0.0
2853.2669563520126,-0.0,10.0,-0.0,-0.0,30.0,49.0,-0.0,34.0,29.0,-0.0,4.0,-0.0,-0.0,5.0,-0.0,-0.0,33.0,54.0,-0.0,11.0,0.0,-0.0,15.0,-0.0
2841.814437618483,-0.0,10.0,0.0,-0.0,30.0,49.0,-0.0,34.0,26.0,-0.0,35.0,-0.0,-0.0,5.0,-0.0,-0.0,33.0,54.0,-0.0,9.0,-0.0,-0.0,15.0,0.0
2849.4889424997064,-0.0,64.0,0.0,-0.0,30.0,49.0,-0.0,24.0,28.0,-0.0,4.0,0.0,-0.0,0.0,0.0,-0.0,79.0,54.0,-0.0,0.0,0.0,-0.0,18.0,0.0
2840.708846616171,-0.0,10.0,0.0,-0.0,52.0,49.0,-0.0,34.0,24.0,-0.0,4.0,-0.0,-0.0,0.0,-0.0,-0.0,18.0,54.0,-0.0,11.0,-0.0,-0.0,15.0,-0.0
2847.375417537824,-0.0,10.0,-0.0,-0.0,30.0,49.0,-0.0,34.0,28.0,-0.0,4.0,0.0,-0.0,0.0,0.0,-0.0,18.0,53.0,-0.0,11.0,0.0,-0.0,15.0,0.0
2845.818638966792,-0.0,10.0,-0.0,-0.0,30.0,49.0,-0.0,34.0,28.0,-0.0,4.0,-0.0,-0.0,0.0,-0.0,-0.0,18.0,54.0,-0.0,11.0,-0.0,-0.0,15.0,-0.0
2844.593205073454,-0.0,10.0,-0.0,-0.0,30.0,49.0,-0.0,48.0,24.0,-0.0,11.0,-0.0,-0.0,13.0,-0.0,-0.0,18.0,54.0,-0.0,11.0,0.0,-0.0,18.0,-0.0
