profit,avg_reward44_0,avg_reward44_1,avg_reward44_2
2827.723240436648,7.428495407104492,22.16126823425293,0.0
2862.512198093912,7.428495407104492,22.979634284973145,177.81586456298828
2852.7947058117024,7.428495407104492,37.63424301147461,42.78623962402344
2834.340973594401,7.428495407104492,23.46534252166748,90.1765651702881
2841.3306586911604,0.0,22.16126823425293,160.8545303344727
2839.0723821296947,7.428495407104492,23.46534252166748,42.78623962402344
2836.631810074048,7.428495407104492,27.68826198577881,42.78623962402344
2853.2669563520126,7.428495407104492,22.16126823425293,42.78623962402344
2841.814437618483,7.428495407104492,22.16126823425293,177.81586456298828
2849.4889424997064,7.428495407104491,22.16126823425293,0.0
2840.708846616171,7.428495407104492,60.63489532470703,42.78623962402344
2847.375417537824,7.428495407104492,22.979634284973145,42.78623962402344
2845.818638966792,7.428495407104492,23.46534252166748,0.0
2844.593205073454,7.428495407104492,22.979634284973145,31.974684715271
