profit,avg_reward4_0,avg_reward4_1,avg_reward4_2
2836.7044292549563,36.91549301147461,24.95475959777832,41.88233757019043
2879.01965202511,36.91549301147461,24.95475959777832,41.88233757019043
2864.264575344705,36.55287742614748,24.95475959777832,31.295496940612797
2843.1102383892235,10.503866195678713,20.35207176208496,56.88504028320337
2860.982699301141,10.503866195678713,20.35207176208496,41.88233757019043
2852.4714146365527,21.007732391357443,22.74123764038086,41.88233757019043
2844.78370556493,11.910526752471924,24.928977966308597,41.88233757019044
2872.0040760823995,36.91549301147461,24.95475959777832,41.88233757019043
2858.268244066563,30.47350788116455,20.63605499267578,31.295496940612797
2872.639599620405,36.91549301147461,24.95475959777832,41.88233757019043
2860.81098848542,36.91549301147461,20.35207176208496,41.88233757019043
2868.932374778656,36.91549301147461,24.95475959777832,41.88233757019044
2861.1675138486958,36.91549301147461,20.35207176208496,41.88233757019043
2865.559146702497,13.036587715148933,20.35207176208496,31.295496940612797
