profit,avg_reward49_0,avg_reward49_1,avg_reward49_2
2903.7795287348786,9.38615655899048,23.32419490814209,42.87051963806152
2896.0589372176582,9.7041277885437,22.74740505218506,42.87051963806152
2896.329128928568,8.250184535980218,22.74740505218506,42.87051963806152
2905.327363733845,9.7041277885437,22.74740505218506,42.87051963806152
2903.792945064553,9.017737865447998,22.74740505218506,42.87051963806152
2897.014137088042,9.7041277885437,17.148685455322266,45.47984886169437
2898.263335309662,9.950830459594732,17.496103286743136,42.870519638061545
2901.515579648246,9.7041277885437,16.33371353149414,45.47984886169437
2902.429971808422,9.7041277885437,22.74740505218506,42.87051963806152
2897.85318508648,8.250184535980218,22.74740505218506,42.87051963806152
2906.1989629705163,9.7041277885437,22.74740505218506,42.87051963806152
2897.5714206529165,9.7041277885437,17.496103286743164,42.87051963806151
2899.532577476378,9.7041277885437,22.74740505218506,42.87051963806152
2896.59234847774,9.017737865447998,17.496103286743164,44.57907676696777
2896.569280859712,9.7041277885437,17.496103286743164,42.87051963806152
2905.1003209801142,9.7041277885437,22.74740505218506,42.87051963806152
2904.557946909204,9.7041277885437,17.496103286743164,42.87051963806152
2901.523499027712,9.7041277885437,22.74740505218506,42.87051963806152
2895.545132831717,6.507898569107056,22.74740505218506,42.87051963806152
2903.5230928820024,6.507898569107056,17.496103286743164,45.479848861694336
2898.8949728100297,9.38615655899048,17.148685455322266,42.87051963806152
2908.5632875571214,9.7041277885437,23.32419490814209,42.87051963806152
2899.4236761253087,9.7041277885437,16.33371353149414,42.87051963806152
2889.9695818205555,9.7041277885437,22.74740505218506,42.87051963806152
2897.641661124096,9.7041277885437,22.74740505218506,42.87051963806152
2905.421746847747,8.719286441802979,17.496103286743164,45.479848861694336
2902.8646716527105,13.686639785766602,23.32419490814209,42.87051963806152
2897.650195227965,9.950830459594728,18.797564029693596,45.479848861694336
